CRVUSDT,HFTUSDT
"[1672764300000, '0.525', '0.525', '0.522', '0.523', '1492900.3', 1672765199999, '781915.5248', 1453, '680174.8', '356265.0309', '0']","[1681044300000, '0.5988000', '0.5993000', '0.5957000', '0.5965000', '102261', 1681045199999, '61095.8777000', 355, '20053', '11985.6205000', '0']"
"[1672765200000, '0.523', '0.525', '0.523', '0.523', '994814.9', 1672766099999, '521176.7596', 1025, '448799.0', '235208.6805', '0']","[1681045200000, '0.5965000', '0.5975000', '0.5940000', '0.5942000', '64405', 1681046099999, '38362.4073000', 346, '19423', '11578.1867000', '0']"
"[1672766100000, '0.523', '0.524', '0.522', '0.522', '891839.4', 1672766999999, '466390.1725', 856, '426033.7', '222846.1035', '0']","[1681046100000, '0.5946000', '0.5960000', '0.5946000', '0.5949000', '42187', 1681046999999, '25114.3431000', 149, '25389', '15117.1047000', '0']"
"[1672767000000, '0.522', '0.524', '0.522', '0.523', '426855.9', 1672767899999, '223275.4963', 614, '233492.2', '122155.9489', '0']","[1681047000000, '0.5949000', '0.5956000', '0.5931000', '0.5947000', '55053', 1681047899999, '32725.5472000', 246, '23530', '13987.2419000', '0']"
"[1672767900000, '0.523', '0.524', '0.522', '0.523', '487589.0', 1672768799999, '254906.2334', 654, '200675.4', '104977.6030', '0']","[1681047900000, '0.5950000', '0.5959000', '0.5938000', '0.5947000', '74230', 1681048799999, '44146.4654000', 301, '40995', '24379.3622000', '0']"
"[1672768800000, '0.523', '0.524', '0.521', '0.521', '1512251.1', 1672769699999, '789995.3592', 1479, '624223.2', '326226.3089', '0']","[1681048800000, '0.5953000', '0.5955000', '0.5952000', '0.5954000', '23419', 1681049699999, '13942.2073000', 114, '10103', '6015.4932000', '0']"
"[1672769700000, '0.521', '0.524', '0.521', '0.523', '402221.1', 1672770599999, '210169.5239', 627, '278615.1', '145619.3328', '0']","[1681049700000, '0.5955000', '0.5955000', '0.5872000', '0.5911000', '319185', 1681050599999, '188524.1931000', 1066, '93657', '55325.7232000', '0']"
"[1672770600000, '0.524', '0.524', '0.522', '0.523', '381533.4', 1672771499999, '199529.7313', 533, '208844.8', '109251.6632', '0']","[1681050600000, '0.5911000', '0.5911000', '0.5892000', '0.5899000', '68256', 1681051499999, '40279.3807000', 315, '40531', '23910.6422000', '0']"
"[1672771500000, '0.522', '0.523', '0.521', '0.522', '876867.4', 1672772399999, '457651.6180', 865, '504914.3', '263584.0229', '0']","[1681051500000, '0.5899000', '0.5920000', '0.5894000', '0.5914000', '99354', 1681052399999, '58705.5620000', 445, '48990', '28960.2144000', '0']"
"[1672772400000, '0.523', '0.524', '0.521', '0.521', '1768924.1', 1672773299999, '923785.4234', 1457, '622222.8', '325076.0137', '0']","[1681052400000, '0.5914000', '0.5914000', '0.5877000', '0.5880000', '128211', 1681053299999, '75504.1106000', 491, '57443', '33839.6612000', '0']"
"[1672773300000, '0.522', '0.524', '0.521', '0.522', '1502031.3', 1672774199999, '784507.4496', 979, '987802.3', '515941.2100', '0']","[1681053300000, '0.5880000', '0.5901000', '0.5878000', '0.5898000', '49961', 1681054199999, '29428.1650000', 197, '24159', '14230.4471000', '0']"
"[1672774200000, '0.522', '0.523', '0.521', '0.522', '1270694.4', 1672775099999, '663279.9557', 949, '596190.3', '311227.4731', '0']","[1681054200000, '0.5898000', '0.5964000', '0.5873000', '0.5961000', '297571', 1681055099999, '176437.5567000', 1032, '203437', '120606.8468000', '0']"
"[1672775100000, '0.523', '0.524', '0.522', '0.523', '1935028.6', 1672775999999, '1012146.9677', 1335, '1002302.5', '524406.3453', '0']","[1681055100000, '0.5961000', '0.5974000', '0.5942000', '0.5956000', '159182', 1681055999999, '94929.0212000', 1165, '97665', '58259.3545000', '0']"
"[1672776000000, '0.523', '0.525', '0.522', '0.524', '1212592.4', 1672776899999, '635078.5247', 1191, '629333.8', '329731.5658', '0']","[1681056000000, '0.5955000', '0.5970000', '0.5950000', '0.5953000', '53726', 1681056899999, '32022.0268000', 308, '20277', '12086.3234000', '0']"
"[1672776900000, '0.523', '0.525', '0.523', '0.524', '647337.8', 1672777799999, '339214.8888', 670, '357080.0', '187149.8308', '0']","[1681056900000, '0.5956000', '0.5985000', '0.5955000', '0.5978000', '42728', 1681057799999, '25512.4408000', 254, '32787', '19572.6202000', '0']"
"[1672777800000, '0.524', '0.526', '0.524', '0.524', '447532.4', 1672778699999, '234857.3201', 698, '186367.2', '97855.2677', '0']","[1681057800000, '0.5978000', '0.5998000', '0.5974000', '0.5993000', '60311', 1681058699999, '36099.7808000', 475, '31397', '18803.1979000', '0']"
"[1672778700000, '0.524', '0.525', '0.523', '0.525', '942849.4', 1672779599999, '493999.4384', 920, '547768.7', '287068.0893', '0']","[1681058700000, '0.5995000', '0.5999000', '0.5981000', '0.5984000', '41182', 1681059599999, '24654.8750000', 253, '9673', '5792.7640000', '0']"
"[1672779600000, '0.524', '0.525', '0.522', '0.523', '491076.0', 1672780499999, '257061.7758', 647, '195624.5', '102452.8783', '0']","[1681059600000, '0.5985000', '0.5989000', '0.5958000', '0.5973000', '105731', 1681060499999, '63150.5350000', 561, '39526', '23612.2310000', '0']"
"[1672780500000, '0.524', '0.524', '0.523', '0.523', '348353.1', 1672781399999, '182510.6875', 432, '265984.5', '139375.8780', '0']","[1681060500000, '0.5977000', '0.6008000', '0.5971000', '0.5992000', '177544', 1681061399999, '106405.1330000', 894, '109260', '65498.6872000', '0']"
"[1672781400000, '0.524', '0.525', '0.523', '0.524', '733084.4', 1672782299999, '384128.3548', 752, '345204.9', '180923.0344', '0']","[1681061400000, '0.5992000', '0.5993000', '0.5971000', '0.5982000', '40851', 1681062299999, '24428.9101000', 222, '14847', '8877.9413000', '0']"
"[1672782300000, '0.525', '0.526', '0.523', '0.525', '628544.0', 1672783199999, '329697.9349', 728, '372031.1', '195183.3545', '0']","[1681062300000, '0.5981000', '0.6007000', '0.5979000', '0.5990000', '91061', 1681063199999, '54579.7340000', 771, '42551', '25517.7165000', '0']"
"[1672783200000, '0.525', '0.526', '0.525', '0.525', '213245.1', 1672784099999, '112087.1735', 614, '133496.0', '70218.8960', '0']","[1681063200000, '0.5990000', '0.6001000', '0.5986000', '0.5998000', '53468', 1681064099999, '32048.3599000', 578, '23241', '13933.0373000', '0']"
"[1672784100000, '0.525', '0.526', '0.524', '0.525', '932879.7', 1672784999999, '489792.8937', 1095, '448728.4', '235636.6018', '0']","[1681064100000, '0.5998000', '0.6049000', '0.5998000', '0.6028000', '430616', 1681064999999, '259382.5010000', 1143, '334510', '201493.8691000', '0']"
"[1672785000000, '0.525', '0.526', '0.524', '0.524', '1030275.2', 1672785899999, '540844.6737', 1054, '350260.9', '183948.9381', '0']","[1681065000000, '0.6027000', '0.6064000', '0.6027000', '0.6036000', '167657', 1681065899999, '101307.2906000', 783, '97892', '59155.7878000', '0']"
"[1672785900000, '0.525', '0.527', '0.524', '0.526', '522579.5', 1672786799999, '274765.6895', 838, '275231.7', '144731.2602', '0']","[1681065900000, '0.6037000', '0.6073000', '0.6036000', '0.6045000', '103164', 1681066799999, '62446.5716000', 568, '26959', '16318.7358000', '0']"
"[1672786800000, '0.527', '0.530', '0.527', '0.529', '1685189.4', 1672787699999, '890274.6205', 2078, '979274.4', '517436.7378', '0']","[1681066800000, '0.6051000', '0.6088000', '0.6051000', '0.6085000', '182834', 1681067699999, '111038.0861000', 790, '101177', '61462.2711000', '0']"
"[1672787700000, '0.529', '0.530', '0.527', '0.527', '836024.9', 1672788599999, '441958.5127', 645, '209486.1', '110825.6624', '0']","[1681067700000, '0.6085000', '0.6131000', '0.6073000', '0.6074000', '331909', 1681068599999, '202459.6523000', 1313, '116645', '71194.8833000', '0']"
"[1672788600000, '0.528', '0.529', '0.527', '0.528', '328388.3', 1672789499999, '173519.4434', 419, '288237.2', '152320.5442', '0']","[1681068600000, '0.6076000', '0.6110000', '0.6052000', '0.6062000', '295669', 1681069499999, '179688.2654000', 925, '102653', '62466.7826000', '0']"
"[1672789500000, '0.529', '0.530', '0.528', '0.529', '293349.3', 1672790399999, '155209.2490', 541, '230984.6', '122228.1432', '0']","[1681069500000, '0.6063000', '0.6084000', '0.6062000', '0.6068000', '66569', 1681070399999, '40406.9579000', 225, '38326', '23260.8371000', '0']"
"[1672790400000, '0.529', '0.530', '0.528', '0.528', '644063.0', 1672791299999, '340560.1057', 882, '176219.8', '93259.6199', '0']","[1681070400000, '0.6068000', '0.6098000', '0.6057000', '0.6059000', '185933', 1681071299999, '113040.2494000', 746, '97829', '59499.7430000', '0']"
"[1672791300000, '0.528', '0.529', '0.527', '0.528', '961312.6', 1672792199999, '507519.4410', 974, '501949.3', '265058.2806', '0']","[1681071300000, '0.6059000', '0.6093000', '0.6057000', '0.6067000', '125853', 1681072199999, '76470.4438000', 491, '73194', '44486.3081000', '0']"
"[1672792200000, '0.528', '0.530', '0.527', '0.527', '702757.8', 1672793099999, '371586.3269', 789, '290821.6', '153852.2828', '0']","[1681072200000, '0.6072000', '0.6086000', '0.6057000', '0.6057000', '65090', 1681073099999, '39522.7932000', 267, '29063', '17651.2741000', '0']"
"[1672793100000, '0.528', '0.530', '0.527', '0.530', '459279.8', 1672793999999, '242674.6318', 603, '356448.9', '188380.2894', '0']","[1681073100000, '0.6059000', '0.6075000', '0.6047000', '0.6058000', '69345', 1681073999999, '42040.7840000', 372, '24223', '14685.0013000', '0']"
"[1672794000000, '0.530', '0.534', '0.529', '0.533', '2279662.2', 1672794899999, '1213011.6522', 2291, '1246312.9', '663137.3371', '0']","[1681074000000, '0.6061000', '0.6072000', '0.6047000', '0.6065000', '80129', 1681074899999, '48555.9788000', 536, '30501', '18491.7437000', '0']"
"[1672794900000, '0.534', '0.537', '0.532', '0.534', '2887420.5', 1672795799999, '1543341.9791', 2776, '1485744.9', '794203.5236', '0']","[1681074900000, '0.6066000', '0.6073000', '0.6039000', '0.6066000', '86913', 1681075799999, '52650.3444000', 407, '25285', '15316.6893000', '0']"
"[1672795800000, '0.534', '0.536', '0.532', '0.533', '1738522.4', 1672796699999, '928060.3708', 1368, '830421.5', '443488.6473', '0']","[1681075800000, '0.6067000', '0.6088000', '0.6057000', '0.6076000', '151837', 1681076699999, '92192.3358000', 561, '68983', '41912.7890000', '0']"
"[1672796700000, '0.534', '0.535', '0.531', '0.532', '1425469.1', 1672797599999, '758864.9534', 1462, '626692.7', '333709.1162', '0']","[1681076700000, '0.6076000', '0.6088000', '0.6065000', '0.6074000', '100636', 1681077599999, '61162.3951000', 573, '43679', '26550.5347000', '0']"
"[1672797600000, '0.532', '0.534', '0.531', '0.531', '4238521.9', 1672798499999, '2257100.0435', 2088, '2232107.3', '1188681.9619', '0']","[1681077600000, '0.6074000', '0.6100000', '0.6066000', '0.6066000', '121426', 1681078499999, '73891.8695000', 423, '53540', '32579.4636000', '0']"
"[1672798500000, '0.532', '0.535', '0.531', '0.534', '945532.6', 1672799399999, '504618.4132', 1244, '660197.6', '352301.3716', '0']","[1681078500000, '0.6068000', '0.6083000', '0.6061000', '0.6077000', '64123', 1681079399999, '38938.6729000', 287, '32189', '19554.2749000', '0']"
"[1672799400000, '0.535', '0.538', '0.534', '0.538', '2251972.6', 1672800299999, '1207907.2243', 2228, '1475258.6', '791272.5118', '0']","[1681079400000, '0.6075000', '0.6085000', '0.6052000', '0.6064000', '115880', 1681080299999, '70362.4190000', 386, '62760', '38130.4825000', '0']"
"[1672800300000, '0.538', '0.543', '0.535', '0.541', '4380999.5', 1672801199999, '2362116.1071', 3692, '2743877.4', '1480803.4399', '0']","[1681080300000, '0.6064000', '0.6067000', '0.6055000', '0.6059000', '31688', 1681081199999, '19211.0583000', 134, '9623', '5834.8287000', '0']"
"[1672801200000, '0.542', '0.553', '0.541', '0.553', '11387804.4', 1672802099999, '6227220.5864', 9118, '6521328.8', '3567906.5100', '0']","[1681081200000, '0.6065000', '0.6072000', '0.6031000', '0.6038000', '151368', 1681082099999, '91578.5950000', 685, '63720', '38582.4129000', '0']"
"[1672802100000, '0.552', '0.560', '0.548', '0.556', '8075344.1', 1672802999999, '4479793.6712', 8379, '3962712.1', '2198628.5833', '0']","[1681082100000, '0.6037000', '0.6065000', '0.6037000', '0.6052000', '153781', 1681082999999, '93074.4680000', 563, '77778', '47078.5830000', '0']"
"[1672803000000, '0.555', '0.558', '0.553', '0.554', '3527950.3', 1672803899999, '1960411.0751', 2909, '1878932.6', '1044596.3746', '0']","[1681083000000, '0.6053000', '0.6054000', '0.6030000', '0.6034000', '34879', 1681083899999, '21079.6303000', 154, '9917', '5997.5373000', '0']"
"[1672803900000, '0.555', '0.558', '0.554', '0.556', '2780023.7', 1672804799999, '1546721.6791', 2229, '1703025.3', '947688.4947', '0']","[1681083900000, '0.6034000', '0.6045000', '0.6031000', '0.6043000', '37233', 1681084799999, '22480.8119000', 181, '27276', '16469.9676000', '0']"
"[1672804800000, '0.556', '0.559', '0.554', '0.555', '2982884.5', 1672805699999, '1660639.1038', 2727, '1476812.6', '822480.1660', '0']","[1681084800000, '0.6045000', '0.6097000', '0.6042000', '0.6093000', '135785', 1681085699999, '82342.7096000', 721, '89366', '54183.6213000', '0']"
"[1672805700000, '0.555', '0.557', '0.554', '0.555', '1228458.9', 1672806599999, '682122.1486', 1292, '679655.6', '377449.5635', '0']","[1681085700000, '0.6093000', '0.6124000', '0.6080000', '0.6114000', '124194', 1681086599999, '75806.3391000', 720, '83149', '50766.2732000', '0']"
"[1672806600000, '0.556', '0.560', '0.555', '0.559', '1111829.1', 1672807499999, '620098.5496', 1527, '731867.4', '408245.9259', '0']","[1681086600000, '0.6114000', '0.6114000', '0.6068000', '0.6076000', '138784', 1681087499999, '84454.6112000', 876, '43403', '26411.9095000', '0']"
"[1672807500000, '0.560', '0.564', '0.559', '0.563', '3145460.5', 1672808399999, '1769206.1567', 3148, '1798830.3', '1012048.6648', '0']","[1681087500000, '0.6076000', '0.6080000', '0.6006000', '0.6045000', '216169', 1681088399999, '130701.7347000', 589, '33829', '20514.1425000', '0']"
"[1672808400000, '0.563', '0.565', '0.559', '0.560', '2792714.5', 1672809299999, '1569494.7273', 2720, '1251153.9', '703591.3672', '0']","[1681088400000, '0.6045000', '0.6059000', '0.6001000', '0.6010000', '215374', 1681089299999, '129855.1079000', 959, '76527', '46143.1215000', '0']"
"[1672809300000, '0.559', '0.562', '0.559', '0.561', '885037.4', 1672810199999, '496314.2472', 944, '583114.3', '327037.8425', '0']","[1681089300000, '0.6010000', '0.6014000', '0.5974000', '0.5979000', '74075', 1681090199999, '44420.1058000', 483, '24472', '14684.1679000', '0']"
"[1672810200000, '0.561', '0.563', '0.560', '0.561', '964273.6', 1672811099999, '541773.7747', 1235, '500681.2', '281349.1639', '0']","[1681090200000, '0.5977000', '0.5991000', '0.5959000', '0.5985000', '57921', 1681091099999, '34612.2247000', 471, '30477', '18216.6557000', '0']"
"[1672811100000, '0.561', '0.563', '0.560', '0.562', '687729.7', 1672811999999, '386035.3710', 913, '397270.9', '223142.5551', '0']","[1681091100000, '0.5982000', '0.5993000', '0.5970000', '0.5978000', '108039', 1681091999999, '64593.2190000', 592, '47050', '28134.9307000', '0']"
"[1672812000000, '0.562', '0.564', '0.559', '0.560', '1539876.8', 1672812899999, '864370.1074', 1750, '616351.8', '345929.0430', '0']","[1681092000000, '0.5973000', '0.5998000', '0.5960000', '0.5993000', '104719', 1681092899999, '62599.7784000', 483, '59481', '35547.8741000', '0']"
"[1672812900000, '0.560', '0.564', '0.560', '0.561', '2867183.6', 1672813799999, '1611780.8210', 1989, '1575597.0', '885861.6210', '0']","[1681092900000, '0.5996000', '0.6010000', '0.5988000', '0.6006000', '85901', 1681093799999, '51549.3189000', 284, '49879', '29940.1391000', '0']"
"[1672813800000, '0.562', '0.562', '0.559', '0.561', '1666588.0', 1672814699999, '933697.7771', 1359, '909153.2', '509422.5942', '0']","[1681093800000, '0.6006000', '0.6030000', '0.6001000', '0.6020000', '83051', 1681094699999, '49952.3327000', 307, '45306', '27267.5817000', '0']"
"[1672814700000, '0.560', '0.562', '0.560', '0.560', '982468.3', 1672815599999, '551387.9394', 1009, '583806.1', '327773.0092', '0']","[1681094700000, '0.6020000', '0.6023000', '0.6005000', '0.6020000', '40899', 1681095599999, '24597.1052000', 231, '15545', '9352.8661000', '0']"
"[1672815600000, '0.561', '0.563', '0.557', '0.561', '2285186.8', 1672816499999, '1279907.4057', 1884, '1227180.9', '687386.5011', '0']","[1681095600000, '0.6017000', '0.6033000', '0.6008000', '0.6033000', '32365', 1681096499999, '19481.3487000', 179, '19295', '11615.3590000', '0']"
"[1672816500000, '0.560', '0.561', '0.558', '0.558', '667983.7', 1672817399999, '373731.2154', 882, '201097.7', '112601.3369', '0']","[1681096500000, '0.6032000', '0.6044000', '0.6026000', '0.6044000', '27674', 1681097399999, '16694.2256000', 162, '9954', '6004.4481000', '0']"
"[1672817400000, '0.558', '0.560', '0.557', '0.558', '1739124.9', 1672818299999, '971734.7695', 1287, '827257.6', '462385.8426', '0']","[1681097400000, '0.6044000', '0.6051000', '0.6030000', '0.6035000', '29139', 1681098299999, '17602.7537000', 127, '9339', '5646.3448000', '0']"
"[1672818300000, '0.558', '0.559', '0.555', '0.558', '2088224.8', 1672819199999, '1162663.5094', 1867, '985467.2', '548779.9830', '0']","[1681098300000, '0.6036000', '0.6043000', '0.6026000', '0.6027000', '25368', 1681099199999, '15320.6455000', 131, '6438', '3887.7631000', '0']"
"[1672819200000, '0.557', '0.559', '0.556', '0.559', '2230389.6', 1672820099999, '1243522.6626', 1889, '1349112.8', '752512.0787', '0']","[1681099200000, '0.6027000', '0.6049000', '0.6027000', '0.6043000', '34348', 1681100099999, '20757.6787000', 260, '14905', '9004.7190000', '0']"
"[1672820100000, '0.559', '0.563', '0.555', '0.558', '4625440.0', 1672820999999, '2584601.3513', 3122, '2411482.2', '1347788.0581', '0']","[1681100100000, '0.6043000', '0.6054000', '0.6036000', '0.6047000', '42527', 1681100999999, '25712.1579000', 231, '28549', '17259.8322000', '0']"
"[1672821000000, '0.558', '0.560', '0.557', '0.559', '1642943.1', 1672821899999, '917295.4338', 1129, '763324.7', '426280.1766', '0']","[1681101000000, '0.6047000', '0.6048000', '0.6039000', '0.6045000', '25482', 1681101899999, '15404.0142000', 203, '6950', '4201.1670000', '0']"
"[1672821900000, '0.558', '0.561', '0.558', '0.560', '1940760.3', 1672822799999, '1086246.8546', 1478, '1120441.7', '627359.0159', '0']","[1681101900000, '0.6046000', '0.6047000', '0.6011000', '0.6020000', '77625', 1681102799999, '46814.1320000', 273, '38648', '23307.6974000', '0']"
"[1672822800000, '0.560', '0.562', '0.557', '0.561', '2125031.0', 1672823699999, '1188802.2667', 1721, '1086324.0', '607815.7181', '0']","[1681102800000, '0.6016000', '0.6031000', '0.6010000', '0.6011000', '31683', 1681103699999, '19072.0017000', 185, '17143', '10323.5276000', '0']"
"[1672823700000, '0.561', '0.562', '0.558', '0.559', '1543457.2', 1672824599999, '864302.9860', 1081, '741249.2', '415076.3182', '0']","[1681103700000, '0.6011000', '0.6028000', '0.5987000', '0.6024000', '67054', 1681104599999, '40278.2580000', 395, '34062', '20473.1499000', '0']"
"[1672824600000, '0.560', '0.560', '0.558', '0.560', '543913.4', 1672825499999, '304157.3867', 527, '293602.7', '164271.4440', '0']","[1681104600000, '0.6027000', '0.6047000', '0.6010000', '0.6038000', '167112', 1681105499999, '100794.5922000', 827, '71809', '43309.4155000', '0']"
"[1672825500000, '0.560', '0.560', '0.557', '0.558', '913459.7', 1672826399999, '509937.2642', 827, '441261.3', '246373.5341', '0']","[1681105500000, '0.6036000', '0.6042000', '0.5909000', '0.5968000', '969557', 1681106399999, '578263.0152000', 2669, '202826', '120867.4660000', '0']"
"[1672826400000, '0.558', '0.559', '0.556', '0.556', '975557.3', 1672827299999, '543472.8713', 1047, '409669.0', '228310.5097', '0']","[1681106400000, '0.5968000', '0.5978000', '0.5967000', '0.5976000', '42773', 1681107299999, '25534.8350000', 120, '33041', '19726.5414000', '0']"
"[1672827300000, '0.557', '0.558', '0.556', '0.556', '755538.9', 1672828199999, '420918.8102', 757, '432459.2', '241024.7704', '0']","[1681107300000, '0.5976000', '0.5978000', '0.5968000', '0.5974000', '13219', 1681108199999, '7892.1489000', 36, '2431', '1452.5621000', '0']"
"[1672828200000, '0.557', '0.557', '0.555', '0.556', '685400.8', 1672829099999, '381038.3119', 707, '333450.0', '185531.4756', '0']","[1681108200000, '0.5968000', '0.5977000', '0.5966000', '0.5970000', '16473', 1681109099999, '9831.4512000', 77, '2409', '1438.5084000', '0']"
"[1672829100000, '0.555', '0.557', '0.555', '0.555', '566963.2', 1672829999999, '315156.8918', 590, '304099.3', '169111.6435', '0']","[1681109100000, '0.5970000', '0.5973000', '0.5952000', '0.5954000', '21840', 1681109999999, '13020.4885000', 159, '3954', '2358.6971000', '0']"
"[1672830000000, '0.556', '0.556', '0.554', '0.555', '512861.3', 1672830899999, '284716.2584', 764, '175324.9', '97431.8238', '0']","[1681110000000, '0.5958000', '0.5969000', '0.5953000', '0.5959000', '8195', 1681110899999, '4884.1570000', 157, '5557', '3312.7090000', '0']"
"[1672830900000, '0.554', '0.555', '0.552', '0.553', '1342706.5', 1672831799999, '743411.9653', 1329, '658138.0', '364481.8727', '0']","[1681110900000, '0.5961000', '0.5972000', '0.5959000', '0.5968000', '15808', 1681111799999, '9429.7999000', 166, '8735', '5211.9973000', '0']"
"[1672831800000, '0.554', '0.556', '0.553', '0.555', '797213.7', 1672832699999, '441834.5217', 842, '615253.2', '341083.6358', '0']","[1681111800000, '0.5968000', '0.5981000', '0.5958000', '0.5979000', '57971', 1681112699999, '34601.9722000', 222, '26325', '15724.4200000', '0']"
"[1672832700000, '0.555', '0.557', '0.555', '0.556', '499032.0', 1672833599999, '277456.6524', 680, '241431.3', '134313.0381', '0']","[1681112700000, '0.5979000', '0.5981000', '0.5967000', '0.5977000', '101860', 1681113599999, '60872.9141000', 308, '53406', '31918.2315000', '0']"
"[1672833600000, '0.556', '0.556', '0.552', '0.554', '1621342.6', 1672834499999, '898021.2546', 1352, '777539.9', '430615.5078', '0']","[1681113600000, '0.5976000', '0.5981000', '0.5954000', '0.5956000', '198016', 1681114499999, '118139.6508000', 611, '151150', '90191.9748000', '0']"
"[1672834500000, '0.554', '0.555', '0.552', '0.555', '1531549.1', 1672835399999, '847736.9984', 1343, '775740.3', '429610.4256', '0']","[1681114500000, '0.5955000', '0.5973000', '0.5953000', '0.5968000', '121280', 1681115399999, '72316.3486000', 440, '87939', '52439.2284000', '0']"
"[1672835400000, '0.555', '0.556', '0.552', '0.553', '1607323.9', 1672836299999, '890634.8460', 1325, '717698.1', '397830.9062', '0']","[1681115400000, '0.5965000', '0.5965000', '0.5909000', '0.5919000', '243228', 1681116299999, '144212.1907000', 754, '129148', '76542.9130000', '0']"
"[1672836300000, '0.553', '0.553', '0.550', '0.552', '1333578.1', 1672837199999, '735629.9081', 1420, '647326.1', '357200.6429', '0']","[1681116300000, '0.5918000', '0.5919000', '0.5901000', '0.5910000', '160246', 1681117199999, '94736.2070000', 409, '102077', '60359.7922000', '0']"
"[1672837200000, '0.551', '0.554', '0.549', '0.553', '1328033.7', 1672838099999, '732454.2508', 1535, '713612.4', '393768.4429', '0']","[1681117200000, '0.5907000', '0.5910000', '0.5902000', '0.5905000', '155313', 1681118099999, '91714.0885000', 393, '133256', '78690.0978000', '0']"
"[1672838100000, '0.553', '0.554', '0.552', '0.552', '474141.1', 1672838999999, '262228.3922', 720, '317989.8', '175940.4490', '0']","[1681118100000, '0.5908000', '0.5921000', '0.5907000', '0.5918000', '79385', 1681118999999, '46948.6279000', 212, '63329', '37458.1785000', '0']"
"[1672839000000, '0.552', '0.554', '0.551', '0.553', '846688.4', 1672839899999, '467974.0712', 893, '441199.2', '243941.0126', '0']","[1681119000000, '0.5918000', '0.5919000', '0.5909000', '0.5910000', '102729', 1681119899999, '60762.5324000', 219, '87834', '51953.0141000', '0']"
"[1672839900000, '0.552', '0.557', '0.552', '0.555', '2110677.1', 1672840799999, '1170278.7512', 1340, '1558929.1', '864749.2182', '0']","[1681119900000, '0.5909000', '0.5910000', '0.5900000', '0.5903000', '173366', 1681120799999, '102343.1378000', 407, '78996', '46647.1888000', '0']"
"[1672840800000, '0.555', '0.558', '0.554', '0.557', '1955635.0', 1672841699999, '1087950.7753', 1640, '1219250.8', '678443.8282', '0']","[1681120800000, '0.5902000', '0.5918000', '0.5901000', '0.5911000', '85692', 1681121699999, '50654.1042000', 327, '35349', '20898.4179000', '0']"
"[1672841700000, '0.556', '0.560', '0.555', '0.558', '1100085.8', 1672842599999, '613141.5725', 1133, '620652.1', '346110.8869', '0']","[1681121700000, '0.5911000', '0.5916000', '0.5909000', '0.5912000', '27035', 1681122599999, '15982.9818000', 115, '12151', '7184.8614000', '0']"
"[1672842600000, '0.559', '0.561', '0.555', '0.556', '3597846.9', 1672843499999, '2009023.6187', 2600, '1744960.4', '974900.8085', '0']","[1681122600000, '0.5913000', '0.5934000', '0.5912000', '0.5927000', '68039', 1681123499999, '40302.4911000', 311, '47830', '28333.7626000', '0']"
"[1672843500000, '0.556', '0.557', '0.554', '0.555', '1742994.7', 1672844399999, '967614.9559', 1126, '807471.2', '448455.1135', '0']","[1681123500000, '0.5926000', '0.5962000', '0.5926000', '0.5952000', '98870', 1681124399999, '58764.8699000', 516, '49576', '29475.3481000', '0']"
"[1672844400000, '0.555', '0.557', '0.550', '0.553', '7017079.6', 1672845299999, '3885174.5969', 3957, '3513057.4', '1945628.1087', '0']","[1681124400000, '0.5958000', '0.5971000', '0.5941000', '0.5963000', '120790', 1681125299999, '71963.8836000', 430, '42016', '25042.4618000', '0']"
"[1672845300000, '0.553', '0.559', '0.553', '0.557', '2332066.5', 1672846199999, '1297780.0383', 1977, '1314775.6', '731600.3093', '0']","[1681125300000, '0.5962000', '0.5962000', '0.5929000', '0.5935000', '74542', 1681126199999, '44297.3774000', 413, '18086', '10749.5067000', '0']"
"[1672846200000, '0.558', '0.566', '0.557', '0.564', '5694727.7', 1672847099999, '3197476.2519', 3675, '3619898.2', '2033132.5419', '0']","[1681126200000, '0.5942000', '0.5947000', '0.5930000', '0.5938000', '61826', 1681127099999, '36710.0930000', 214, '30852', '18322.3720000', '0']"
"[1672847100000, '0.564', '0.567', '0.561', '0.563', '4512691.2', 1672847999999, '2543537.9527', 3459, '2140566.1', '1207149.8577', '0']","[1681127100000, '0.5938000', '0.5944000', '0.5930000', '0.5938000', '60783', 1681127999999, '36104.0883000', 152, '27983', '16627.3276000', '0']"
"[1672848000000, '0.563', '0.564', '0.560', '0.562', '3730882.0', 1672848899999, '2096911.8305', 2660, '2006707.4', '1128116.3676', '0']","[1681128000000, '0.5938000', '0.5939000', '0.5920000', '0.5933000', '121600', 1681128899999, '72053.2439000', 253, '61771', '36611.0895000', '0']"
"[1672848900000, '0.562', '0.562', '0.557', '0.558', '2299968.5', 1672849799999, '1285390.1563', 2222, '1038136.1', '580347.4001', '0']","[1681128900000, '0.5931000', '0.5946000', '0.5925000', '0.5937000', '109404', 1681129799999, '64945.4352000', 340, '57519', '34149.1444000', '0']"
"[1672849800000, '0.559', '0.560', '0.558', '0.559', '1690201.3', 1672850699999, '945144.6127', 1243, '1042334.2', '583061.6532', '0']","[1681129800000, '0.5925000', '0.5938000', '0.5913000', '0.5929000', '70392', 1681130699999, '41714.1073000', 254, '32780', '19433.2002000', '0']"
"[1672850700000, '0.559', '0.559', '0.556', '0.558', '890857.1', 1672851599999, '496584.9429', 1056, '424673.5', '236770.0933', '0']","[1681130700000, '0.5936000', '0.5939000', '0.5917000', '0.5917000', '38593', 1681131599999, '22879.7273000', 150, '17301', '10261.9261000', '0']"
